Дата,Компания,Продукт,Цена (сум),Количество,Возврат
2024-09-05,Best,"Сметана 200 гр, 20%",8390,1,0
2024-09-05,Mezon,"Каймак 200 гр, 45%",6890,1,0
2024-09-05,Best,"Сметана 200 гр, 20%",8390,1,0
2024-09-05,Mezon,"Каймак 400 гр, 45%",12590,1,0
2024-09-05,Pure Milky,"Кефир 920 мл, 2.5%",15390,1,0
2024-09-05,Pure Milky,"Сметана 350 гр, 20%",17490,1,0
2024-09-05,Mezon,"Сметана 400 гр, 20%",9790,1,0
2024-09-05,Rash Milk,"Сметана 400 гр, 20%",14990,1,0
2024-09-05,Kamilka,"Катык 900 гр, 3%",15390,1,0
2024-09-05,Kamilka,"Каймак 200 гр, 45%",15390,1,0
2024-09-05,Dobroe,"Сметана 400 гр, 15%",19990,1,0
2024-09-05,Kamilka,"Кефир 450 гр, 3.2%",8590,1,1
2024-09-05,Mezon,"Сметана 200 гр, 20%",5490,1,0
2024-09-05,Pure Milky,"Сметана 350 гр, 20%",17490,1,0
2024-09-05,Kamilka,"Кефир 450 гр, 3.2%",8590,1,0
2024-09-05,Rash Milk,"Сметана 400 гр, 15%",13790,1,0
2024-09-05,Kamilka,"Сметана 200 гр, 20%",11990,1,0
2024-09-05,Pure Milky,"Кефир 920 мл, 1%",13590,1,0
2024-09-05,Pure Milky,"Каймак 350 гр, 45%",26490,1,0
2024-09-05,Mezon,"Сметана 400 гр, 20%",9790,1,0
2024-09-05,Kamilka,"Сметана 400 гр, 20%",20590,1,0
2024-09-05,Pure Milky,"Каймак 350 гр, 45%",26490,1,0
2024-09-05,Pure Milky,"Каймак 180 гр, 45%",13990,1,0
2024-09-05,Mezon,"Кефир 1 л, 2.5%",10490,1,0
2024-09-05,Kamilka,"Каймак 200 гр, 45%",15390,1,0
2024-09-05,Dobroe,"Каймак 400 гр, 35%",27990,1,0
2024-09-05,Best,"Кефир 1 л, 2.5%",10900,1,0
2024-09-05,Dobroe,"Кефир 1 л, 1%",14590,1,0
2024-09-05,Rash Milk,"Сметана 400 гр, 10%",7490,1,0
2024-09-05,Pure Milky,"Каймак 180 гр, 45%",13990,1,0
2024-09-05,Best,Творожная паста 200 гр,6990,1,0
2024-09-05,Mezon,"Каймак 200 гр, 45%",6890,1,0
2024-09-05,Dobroe,"Сметана 400 гр, 15%",19990,1,0
2024-09-05,Best,"Каймак 400 гр, 50%",12990,1,0
2024-09-05,Dobroe,"Катык 1750 гр, 3.5%",19990,1,0
2024-09-05,Dobroe,"Катык 1750 гр, 3.5%",19990,1,0
2024-09-05,Best,Творожная паста 200 гр,6990,1,0
2024-09-05,Rash Milk,"Сметана 400 гр, 10%",7490,1,0
2024-09-05,Dobroe,"Катык 1750 гр, 3.5%",19990,1,0
2024-09-05,Dobroe,"Сметана 400 гр, 15%",19990,1,0
2024-09-05,Mezon,"Каймак 200 гр, 45%",6890,1,0
2024-09-05,Kamilka,"Творожная паста 200 гр, 5%",12990,1,0
2024-09-05,Pure Milky,"Сметана 350 гр, 20%",17490,1,0
2024-09-05,Rash Milk,"Сметана 400 гр, 20%",14990,1,0
2024-09-05,Kamilka,"Кефир 450 гр, 3.2%",8590,1,0
2024-09-05,Rash Milk,"Сметана 400 гр, 10%",7490,1,0
2024-09-05,Rash Milk,"Сметана 400 гр, 20%",14990,1,0
2024-09-05,Kamilka,"Катык 900 гр, 3%",15390,1,0
2024-09-05,Dobroe,"Сметана 400 гр, 15%",19990,1,0
2024-09-05,Rash Milk,"Сметана 400 гр, 10%",7490,1,0
2024-09-05,Mezon,"Кефир 1 л, 2.5%",10490,1,0
2024-09-05,Dobroe,"Катык 1750 гр, 3.5%",19990,1,0
2024-09-05,Kamilka,"Творожная паста 200 гр, 5%",12990,1,0
2024-09-05,Mezon,"Каймак 200 гр, 45%",6890,1,0
2024-09-05,Dobroe,"Сметана 400 гр, 15%",19990,1,0
2024-09-05,Rash Milk,"Сметана 400 гр, 15%",13790,1,0
2024-09-05,Kamilka,"Каймак 400 гр, 45%",28290,1,0
2024-09-05,Rash Milk,"Сметана 400 гр, 10%",7490,1,0
2024-09-05,Rash Milk,"Сметана 400 гр, 15%",13790,1,0
2024-09-05,Pure Milky,"Каймак 180 гр, 45%",13990,1,0
2024-09-05,Mezon,"Кефир 1 л, 2.5%",10490,1,0
2024-09-05,Kamilka,"Кефир 450 гр, 3.2%",8590,1,0
2024-09-05,Kamilka,"Катык 900 гр, 3%",15390,1,0
2024-09-05,Mezon,"Кефир 0.5 л, 2.5%",5990,1,1
2024-09-05,Kamilka,"Сметана 400 гр, 20%",20590,1,0
2024-09-05,Pure Milky,"Каймак 180 гр, 45%",13990,1,0
2024-09-05,Best,"Кефир 1 л, 2.5%",10900,1,0
2024-09-05,Best,"Кефир 500 мл, 2.5%",8990,1,0
2024-09-05,Kamilka,"Кефир 450 гр, 3.2%",8590,1,0
2024-09-05,Pure Milky,"Каймак 180 гр, 45%",13990,1,0
2024-09-05,Best,"Каймак 200 гр, 50%",8990,1,0
2024-09-05,Kamilka,"Кефир 450 гр, 3.2%",8590,1,0
2024-09-05,Mezon,"Кефир 0.5 л, 2.5%",5990,1,0
2024-09-05,Pure Milky,"Каймак 350 гр, 45%",26490,1,0
2024-09-05,Pure Milky,"Каймак 350 гр, 45%",26490,1,0
2024-09-05,Dobroe,"Кефир 1 л, 1%",14590,1,0
2024-09-05,Rash Milk,"Сметана 400 гр, 15%",13790,1,0
2024-09-05,Kamilka,"Творожная паста 200 гр, 5%",12990,1,0
2024-09-05,Dobroe,"Каймак 400 гр, 35%",27990,1,0
2024-09-05,Mezon,"Кефир 0.5 л, 2.5%",5990,1,0
2024-09-05,Mezon,"Каймак 400 гр, 45%",12590,1,0
2024-09-05,Kamilka,"Каймак 400 гр, 45%",28290,1,0
2024-09-05,Best,"Сметана 200 гр, 20%",8390,1,0
2024-09-05,Best,Творожная паста 200 гр,6990,1,0
2024-09-05,Pure Milky,"Каймак 350 гр, 45%",26490,1,0
2024-09-05,Mezon,"Сметана 400 гр, 20%",9790,1,0
2024-09-05,Pure Milky,"Кефир 920 мл, 1%",13590,1,0
2024-09-05,Best,"Каймак 400 гр, 50%",12990,1,0
2024-09-05,Mezon,"Кефир 1 л, 2.5%",10490,1,0
2024-09-05,Kamilka,"Катык 900 гр, 3%",15390,1,0
2024-09-05,Mezon,"Каймак 400 гр, 45%",12590,1,0
2024-09-05,Best,"Каймак 400 гр, 50%",12990,1,0
2024-09-05,Mezon,"Каймак 200 гр, 45%",6890,1,0
2024-09-05,Best,"Кефир 500 мл, 2.5%",8990,1,1
2024-09-05,Mezon,"Каймак 400 гр, 45%",12590,1,0
2024-09-05,Pure Milky,"Каймак 180 гр, 45%",13990,1,0
2024-09-05,Best,Творожная паста 200 гр,6990,1,0
2024-09-05,Mezon,"Кефир 1 л, 2.5%",10490,1,0
2024-09-05,Pure Milky,"Кефир 920 мл, 3.2%",15590,1,0
2024-09-05,Kamilka,"Сметана 200 гр, 20%",11990,1,0
2024-09-05,Best,"Каймак 200 гр, 50%",8990,1,0
2024-09-05,Best,Творожная паста 200 гр,6990,1,0
2024-09-05,Rash Milk,"Сметана 400 гр, 20%",14990,1,0
2024-09-05,Best,"Кефир 1 л, 2.5%",10900,1,0
2024-09-05,Best,"Сметана 200 гр, 20%",8390,1,0
2024-09-05,Kamilka,"Катык 900 гр, 3%",15390,1,0
2024-09-05,Pure Milky,"Кефир 920 мл, 2.5%",15390,1,0
2024-09-05,Best,"Кефир 1 л, 2.5%",10900,1,0
2024-09-05,Kamilka,"Катык 900 гр, 3%",15390,1,0
2024-09-05,Mezon,"Каймак 400 гр, 45%",12590,1,0
2024-09-05,Pure Milky,"Кефир 920 мл, 2.5%",15390,1,0
2024-09-05,Kamilka,"Каймак 200 гр, 45%",15390,1,0
2024-09-05,Mezon,"Каймак 200 гр, 45%",6890,1,0
2024-09-05,Pure Milky,"Сметана 350 гр, 20%",17490,1,0
2024-09-05,Pure Milky,"Кефир 920 мл, 2.5%",15390,1,0
2024-09-05,Pure Milky,"Кефир 920 мл, 2.5%",15390,1,0
2024-09-05,Kamilka,"Каймак 200 гр, 45%",15390,1,0
2024-09-05,Kamilka,"Катык 900 гр, 3%",15390,1,0
2024-09-05,Rash Milk,"Сметана 400 гр, 10%",7490,1,0
2024-09-05,Best,"Кефир 500 мл, 2.5%",8990,1,0
2024-09-05,Kamilka,"Кефир 450 гр, 3.2%",8590,1,0
2024-09-05,Best,Творожная паста 200 гр,6990,1,0
2024-09-05,Kamilka,"Кефир 450 гр, 3.2%",8590,1,0
2024-09-05,Pure Milky,"Сметана 350 гр, 20%",17490,1,0
2024-09-05,Kamilka,"Каймак 200 гр, 45%",15390,1,0
2024-09-05,Kamilka,"Кефир 450 гр, 3.2%",8590,1,0
2024-09-05,Best,"Кефир 500 мл, 2.5%",8990,1,0
2024-09-05,Mezon,"Каймак 400 гр, 45%",12590,1,0
2024-09-05,Pure Milky,"Каймак 350 гр, 45%",26490,1,0
2024-09-05,Pure Milky,"Кефир 920 мл, 3.2%",15590,1,0
2024-09-05,Dobroe,"Каймак 400 гр, 35%",27990,1,0
2024-09-05,Pure Milky,"Каймак 180 гр, 45%",13990,1,0
2024-09-05,Best,"Кефир 1 л, 2.5%",10900,1,0
2024-09-05,Mezon,"Каймак 400 гр, 45%",12590,1,0
2024-09-05,Rash Milk,"Сметана 400 гр, 15%",13790,1,0
2024-09-05,Mezon,"Каймак 200 гр, 45%",6890,1,0
2024-09-05,Rash Milk,"Сметана 400 гр, 20%",14990,1,0
2024-09-05,Kamilka,"Каймак 200 гр, 45%",15390,1,0
2024-09-05,Best,"Кефир 1 л, 2.5%",10900,1,0
2024-09-05,Kamilka,"Сметана 200 гр, 20%",11990,1,0
2024-09-05,Best,Творожная паста 200 гр,6990,1,0
2024-09-05,Pure Milky,"Кефир 920 мл, 2.5%",15390,1,0
2024-09-05,Kamilka,"Сметана 400 гр, 20%",20590,1,0
2024-09-05,Pure Milky,"Каймак 350 гр, 45%",26490,1,0
2024-09-05,Dobroe,"Каймак 400 гр, 35%",27990,1,0
2024-09-05,Pure Milky,"Каймак 180 гр, 45%",13990,1,0
2024-09-05,Mezon,"Каймак 400 гр, 45%",12590,1,0
2024-09-05,Mezon,"Каймак 400 гр, 45%",12590,1,0
2024-09-05,Dobroe,"Кефир 1 л, 1%",14590,1,0
2024-09-05,Mezon,"Кефир 0.5 л, 2.5%",5990,1,0
2024-09-05,Mezon,"Каймак 400 гр, 45%",12590,1,0
2024-09-05,Dobroe,"Кефир 1 л, 1%",14590,1,0
2024-09-05,Mezon,"Кефир 0.5 л, 2.5%",5990,1,0
2024-09-05,Rash Milk,"Сметана 400 гр, 20%",14990,1,0
2024-09-05,Mezon,"Каймак 400 гр, 45%",12590,1,0
2024-09-05,Kamilka,"Каймак 200 гр, 45%",15390,1,0
2024-09-05,Pure Milky,"Кефир 920 мл, 3.2%",15590,1,0
2024-09-05,Kamilka,"Каймак 400 гр, 45%",28290,1,0
2024-09-05,Best,"Кефир 500 мл, 2.5%",8990,1,0
2024-09-05,Rash Milk,"Сметана 400 гр, 20%",14990,1,0
2024-09-05,Pure Milky,"Кефир 920 мл, 2.5%",15390,1,0
2024-09-05,Best,"Сметана 200 гр, 20%",8390,1,0
2024-09-05,Dobroe,"Катык 1750 гр, 3.5%",19990,1,0
2024-09-05,Kamilka,"Сметана 400 гр, 20%",20590,1,0
2024-09-05,Best,Творожная паста 200 гр,6990,1,0
2024-09-05,Best,"Сметана 400 гр, 20%",12590,1,0
2024-09-05,Rash Milk,"Сметана 400 гр, 15%",13790,1,0
2024-09-05,Best,"Кефир 500 мл, 2.5%",8990,1,0
2024-09-05,Pure Milky,"Каймак 180 гр, 45%",13990,1,0
2024-09-05,Best,Творожная паста 200 гр,6990,1,0
2024-09-05,Best,Творожная паста 200 гр,6990,1,0
2024-09-05,Kamilka,"Сметана 400 гр, 20%",20590,1,0
2024-09-05,Best,"Каймак 200 гр, 50%",8990,1,0
2024-09-05,Pure Milky,"Кефир 920 мл, 2.5%",15390,1,0
2024-09-05,Best,"Каймак 400 гр, 50%",12990,1,0
2024-09-05,Mezon,"Кефир 0.5 л, 2.5%",5990,1,0
2024-09-05,Best,"Кефир 500 мл, 2.5%",8990,1,0
2024-09-05,Kamilka,"Сметана 200 гр, 20%",11990,1,0
2024-09-05,Mezon,"Кефир 0.5 л, 2.5%",5990,1,0
2024-09-05,Dobroe,"Каймак 400 гр, 35%",27990,1,0
2024-09-05,Pure Milky,"Кефир 920 мл, 1%",13590,1,0
2024-09-05,Mezon,"Сметана 200 гр, 20%",5490,1,0
2024-09-05,Best,Творожная паста 200 гр,6990,1,0
2024-09-05,Rash Milk,"Сметана 400 гр, 10%",7490,1,0
2024-09-05,Pure Milky,"Каймак 180 гр, 45%",13990,1,0
2024-09-05,Best,"Каймак 400 гр, 50%",12990,1,0
2024-09-05,Dobroe,"Катык 1750 гр, 3.5%",19990,1,0
2024-09-05,Mezon,"Кефир 1 л, 2.5%",10490,1,0
2024-09-05,Mezon,"Сметана 200 гр, 20%",5490,1,0
2024-09-05,Dobroe,"Кефир 1 л, 1%",14590,1,0
2024-09-05,Kamilka,"Сметана 400 гр, 20%",20590,1,0
2024-09-05,Kamilka,"Сметана 400 гр, 20%",20590,1,0
2024-09-05,Mezon,"Каймак 400 гр, 45%",12590,1,0
2024-09-05,Pure Milky,"Каймак 180 гр, 45%",13990,1,0
2024-09-05,Kamilka,"Катык 900 гр, 3%",15390,1,0
2024-09-05,Kamilka,"Каймак 400 гр, 45%",28290,1,0
2024-09-05,Pure Milky,"Кефир 920 мл, 1%",13590,1,0
2024-09-05,Kamilka,"Сметана 200 гр, 20%",11990,1,0
2024-09-05,Best,"Кефир 500 мл, 2.5%",8990,1,0
2024-09-05,Pure Milky,"Кефир 920 мл, 1%",13590,1,0
2024-09-05,Mezon,"Сметана 200 гр, 20%",5490,1,0
2024-09-05,Rash Milk,"Сметана 400 гр, 15%",13790,1,0
2024-09-05,Mezon,"Сметана 200 гр, 20%",5490,1,0
2024-09-05,Dobroe,"Кефир 1 л, 1%",14590,1,0
2024-09-05,Kamilka,"Творожная паста 200 гр, 5%",12990,1,0
2024-09-05,Rash Milk,"Сметана 400 гр, 20%",14990,1,0
2024-09-05,Kamilka,"Катык 900 гр, 3%",15390,1,0
2024-09-05,Pure Milky,"Каймак 180 гр, 45%",13990,1,0
2024-09-05,Kamilka,"Сметана 400 гр, 20%",20590,1,0
2024-09-05,Rash Milk,"Сметана 400 гр, 20%",14990,1,0
2024-09-05,Rash Milk,"Сметана 400 гр, 10%",7490,1,0
2024-09-05,Mezon,"Каймак 200 гр, 45%",6890,1,0
2024-09-05,Best,"Каймак 200 гр, 50%",8990,1,0
2024-09-05,Kamilka,"Сметана 400 гр, 20%",20590,1,0
2024-09-05,Mezon,"Сметана 400 гр, 20%",9790,1,0
2024-09-05,Mezon,"Каймак 200 гр, 45%",6890,1,0
2024-09-05,Kamilka,"Катык 900 гр, 3%",15390,1,0
2024-09-05,Pure Milky,"Кефир 920 мл, 2.5%",15390,1,0
2024-09-05,Best,Творожная паста 200 гр,6990,1,0
2024-09-05,Pure Milky,"Каймак 180 гр, 45%",13990,1,0
2024-09-05,Mezon,"Каймак 200 гр, 45%",6890,1,0
2024-09-05,Kamilka,"Катык 900 гр, 3%",15390,1,0
2024-09-05,Best,"Сметана 400 гр, 20%",12590,1,0
2024-09-05,Mezon,"Сметана 400 гр, 20%",9790,1,0
2024-09-05,Kamilka,"Каймак 200 гр, 45%",15390,1,0
2024-09-05,Best,"Сметана 200 гр, 20%",8390,1,0
2024-09-05,Mezon,"Сметана 200 гр, 20%",5490,1,0
2024-09-05,Kamilka,"Кефир 450 гр, 3.2%",8590,1,0
2024-09-05,Dobroe,"Кефир 1 л, 1%",14590,1,0
2024-09-05,Pure Milky,"Сметана 350 гр, 20%",17490,1,0
2024-09-05,Mezon,"Каймак 400 гр, 45%",12590,1,0
2024-09-05,Best,"Кефир 500 мл, 2.5%",8990,1,0
2024-09-05,Pure Milky,"Кефир 920 мл, 2.5%",15390,1,0
2024-09-05,Kamilka,"Творожная паста 200 гр, 5%",12990,1,0
2024-09-05,Kamilka,"Творожная паста 200 гр, 5%",12990,1,0
2024-09-05,Dobroe,"Сметана 400 гр, 15%",19990,1,0
2024-09-05,Mezon,"Сметана 200 гр, 20%",5490,1,0
2024-09-05,Rash Milk,"Сметана 400 гр, 10%",7490,1,0
2024-09-05,Pure Milky,"Кефир 920 мл, 2.5%",15390,1,0
2024-09-05,Mezon,"Сметана 200 гр, 20%",5490,1,0
2024-09-05,Best,Творожная паста 200 гр,6990,1,0
2024-09-05,Mezon,"Кефир 1 л, 2.5%",10490,1,0
2024-09-05,Rash Milk,"Сметана 400 гр, 10%",7490,1,0
2024-09-05,Pure Milky,"Кефир 920 мл, 1%",13590,1,0
2024-09-05,Pure Milky,"Кефир 920 мл, 3.2%",15590,1,0
2024-09-05,Best,"Кефир 500 мл, 2.5%",8990,1,0
2024-09-05,Dobroe,"Сметана 400 гр, 15%",19990,1,0
2024-09-05,Kamilka,"Сметана 200 гр, 20%",11990,1,0
2024-09-05,Mezon,"Сметана 200 гр, 20%",5490,1,0
2024-09-05,Rash Milk,"Сметана 400 гр, 20%",14990,1,0
2024-09-05,Mezon,"Каймак 400 гр, 45%",12590,1,0
2024-09-05,Mezon,"Сметана 400 гр, 20%",9790,1,0
2024-09-05,Kamilka,"Каймак 200 гр, 45%",15390,1,0
2024-09-05,Mezon,"Кефир 1 л, 2.5%",10490,1,0
2024-09-05,Kamilka,"Каймак 400 гр, 45%",28290,1,0
2024-09-05,Rash Milk,"Сметана 400 гр, 10%",7490,1,0
2024-09-05,Mezon,"Сметана 400 гр, 20%",9790,1,0
2024-09-05,Mezon,"Кефир 1 л, 2.5%",10490,1,0
2024-09-05,Best,"Каймак 200 гр, 50%",8990,1,0
2024-09-05,Mezon,"Сметана 400 гр, 20%",9790,1,0
2024-09-05,Pure Milky,"Кефир 920 мл, 2.5%",15390,1,0
2024-09-05,Kamilka,"Сметана 200 гр, 20%",11990,1,0
2024-09-05,Pure Milky,"Кефир 920 мл, 3.2%",15590,1,0
2024-09-05,Rash Milk,"Сметана 400 гр, 15%",13790,1,0
2024-09-05,Best,"Кефир 1 л, 2.5%",10900,1,0
2024-09-05,Pure Milky,"Сметана 350 гр, 20%",17490,1,0
2024-09-05,Pure Milky,"Кефир 920 мл, 1%",13590,1,0
2024-09-05,Pure Milky,"Кефир 920 мл, 2.5%",15390,1,0
2024-09-05,Mezon,"Кефир 0.5 л, 2.5%",5990,1,0
2024-09-05,Pure Milky,"Кефир 920 мл, 1%",13590,1,0
2024-09-05,Mezon,"Сметана 200 гр, 20%",5490,1,0
2024-09-05,Best,"Сметана 400 гр, 20%",12590,1,0
2024-09-05,Mezon,"Кефир 0.5 л, 2.5%",5990,1,0
2024-09-05,Mezon,"Сметана 200 гр, 20%",5490,1,0
2024-09-06,Kamilka,"Каймак 200 гр, 45%",15390,1,0
2024-09-06,Pure Milky,"Сметана 180 гр, 20%",11490,1,0
2024-09-06,Pure Milky,"Кефир 920 мл, 1%",13590,1,0
2024-09-06,Rash Milk,"Сметана 400 гр, 15%",13790,1,0
2024-09-06,Rash Milk,"Сметана 400 гр, 20%",14990,1,0
2024-09-06,Kamilka,"Катык 900 гр, 3%",15390,1,0
2024-09-06,Dobroe,"Каймак 400 гр, 35%",27990,1,0
2024-09-06,Mezon,"Каймак 400 гр, 45%",12590,1,0
2024-09-06,Best,"Кефир 1 л, 2.5%",10900,1,0
2024-09-06,Rash Milk,"Сметана 400 гр, 10%",7490,1,0
2024-09-06,Pure Milky,"Сметана 180 гр, 20%",11490,1,0
2024-09-06,Kamilka,"Каймак 400 гр, 45%",28290,1,0
2024-09-06,Best,"Сметана 400 гр, 20%",12590,1,0
2024-09-06,Pure Milky,"Кефир 920 мл, 3.2%",15590,1,0
2024-09-06,Best,"Кефир 1 л, 2.5%",10900,1,0
2024-09-06,Kamilka,"Творожная паста 200 гр, 5%",12990,1,0
2024-09-06,Kamilka,"Сметана 400 гр, 20%",20590,1,0
2024-09-06,Mezon,"Кефир 0.5 л, 2.5%",5990,1,0
2024-09-06,Kamilka,"Кефир 450 гр, 3.2%",8590,1,0
2024-09-06,Best,"Кефир 500 мл, 2.5%",8990,1,0
2024-09-06,Rash Milk,"Сметана 400 гр, 15%",13790,1,0
2024-09-06,Dobroe,"Сметана 400 гр, 15%",19990,1,0
2024-09-06,Mezon,"Кефир 1 л, 2.5%",10490,1,0
2024-09-06,Mezon,"Кефир 0.5 л, 2.5%",5990,1,0
2024-09-06,Kamilka,"Сметана 400 гр, 20%",20590,1,0
2024-09-06,Kamilka,"Кефир 450 гр, 3.2%",8590,1,0
2024-09-06,Pure Milky,"Сметана 180 гр, 20%",11490,1,0
2024-09-06,Mezon,"Кефир 1 л, 2.5%",10490,1,0
2024-09-06,Kamilka,"Творожная паста 200 гр, 5%",12990,1,0
2024-09-06,Pure Milky,"Кефир 920 мл, 2.5%",15390,1,0
2024-09-06,Pure Milky,"Кефир 920 мл, 3.2%",15590,1,0
2024-09-06,Rash Milk,"Сметана 400 гр, 10%",7490,1,0
2024-09-06,Kamilka,"Творожная паста 200 гр, 5%",12990,1,0
2024-09-06,Best,"Сметана 400 гр, 20%",12590,1,0
2024-09-06,Dobroe,"Сметана 400 гр, 15%",19990,1,0
2024-09-06,Mezon,"Сметана 200 гр, 20%",5490,1,0
2024-09-06,Dobroe,"Каймак 400 гр, 35%",27990,1,0
2024-09-06,Mezon,"Каймак 200 гр, 45%",6890,1,0
2024-09-06,Mezon,"Каймак 200 гр, 45%",6890,1,0
2024-09-06,Kamilka,"Творожная паста 200 гр, 5%",12990,1,0
2024-09-06,Best,"Кефир 500 мл, 2.5%",8990,1,0
2024-09-06,Dobroe,"Сметана 400 гр, 15%",19990,1,0
2024-09-06,Pure Milky,"Кефир 920 мл, 2.5%",15390,1,0
2024-09-06,Best,"Каймак 200 гр, 50%",8990,1,0
2024-09-06,Pure Milky,"Кефир 920 мл, 1%",13590,1,0
2024-09-06,Best,"Каймак 200 гр, 50%",8990,1,0
2024-09-06,Kamilka,"Катык 900 гр, 3%",15390,1,0
2024-09-06,Pure Milky,"Кефир 920 мл, 2.5%",15390,1,0
2024-09-06,Kamilka,"Кефир 450 гр, 3.2%",8590,1,0
2024-09-06,Mezon,"Кефир 1 л, 2.5%",10490,1,0
2024-09-06,Best,"Каймак 400 гр, 50%",12990,1,0
2024-09-06,Pure Milky,"Кефир 920 мл, 3.2%",15590,1,0
2024-09-06,Best,Творожная паста 200 гр,6990,1,0
2024-09-06,Rash Milk,"Сметана 400 гр, 15%",13790,1,0
2024-09-06,Pure Milky,"Сметана 350 гр, 20%",17490,1,0
2024-09-06,Mezon,"Каймак 200 гр, 45%",6890,1,0
2024-09-06,Kamilka,"Кефир 450 гр, 3.2%",8590,1,0
2024-09-06,Kamilka,"Сметана 200 гр, 20%",11990,1,0
2024-09-06,Best,Творожная паста 200 гр,6990,1,0
2024-09-06,Best,"Сметана 400 гр, 20%",12590,1,0
2024-09-06,Best,"Сметана 400 гр, 20%",12590,1,0
2024-09-06,Best,"Кефир 500 мл, 2.5%",8990,1,0
2024-09-06,Pure Milky,"Сметана 180 гр, 20%",11490,1,0
2024-09-06,Pure Milky,"Сметана 350 гр, 20%",17490,1,0
2024-09-06,Kamilka,"Творожная паста 200 гр, 5%",12990,1,0
2024-09-06,Best,"Каймак 400 гр, 50%",12990,1,0
2024-09-06,Kamilka,"Сметана 200 гр, 20%",11990,1,0
2024-09-06,Dobroe,"Катык 1750 гр, 3.5%",19990,1,0
2024-09-06,Kamilka,"Сметана 200 гр, 20%",11990,1,0
2024-09-06,Rash Milk,"Сметана 400 гр, 10%",7490,1,0
2024-09-06,Pure Milky,"Кефир 920 мл, 3.2%",15590,1,0
2024-09-06,Kamilka,"Сметана 200 гр, 20%",11990,1,0
2024-09-06,Mezon,"Сметана 200 гр, 20%",5490,1,0
2024-09-06,Best,"Кефир 1 л, 2.5%",10900,1,0
2024-09-06,Best,"Сметана 400 гр, 20%",12590,1,0
2024-09-06,Rash Milk,"Сметана 400 гр, 15%",13790,1,0
2024-09-06,Pure Milky,"Кефир 920 мл, 3.2%",15590,1,0
2024-09-06,Pure Milky,"Каймак 180 гр, 45%",13990,1,0
2024-09-06,Best,"Каймак 200 гр, 50%",8990,1,0
2024-09-06,Best,"Каймак 200 гр, 50%",8990,1,0
2024-09-06,Pure Milky,"Каймак 350 гр, 45%",26490,1,0
2024-09-06,Kamilka,"Творожная паста 200 гр, 5%",12990,1,0
2024-09-06,Best,"Сметана 200 гр, 20%",8390,1,0
2024-09-06,Rash Milk,"Сметана 400 гр, 15%",13790,1,0
2024-09-06,Kamilka,"Творожная паста 200 гр, 5%",12990,1,0
2024-09-06,Mezon,"Каймак 200 гр, 45%",6890,1,0
2024-09-06,Rash Milk,"Сметана 400 гр, 20%",14990,1,0
2024-09-06,Rash Milk,"Сметана 400 гр, 20%",14990,1,0
2024-09-06,Best,"Каймак 400 гр, 50%",12990,1,0
2024-09-06,Pure Milky,"Каймак 180 гр, 45%",13990,1,0
2024-09-06,Dobroe,"Кефир 1 л, 1%",14590,1,0
2024-09-06,Dobroe,"Сметана 400 гр, 15%",19990,1,0
2024-09-06,Rash Milk,"Сметана 400 гр, 10%",7490,1,0
2024-09-06,Mezon,"Каймак 200 гр, 45%",6890,1,0
2024-09-06,Best,Творожная паста 200 гр,6990,1,0
2024-09-06,Pure Milky,"Каймак 180 гр, 45%",13990,1,0
2024-09-06,Best,"Каймак 200 гр, 50%",8990,1,0
2024-09-06,Pure Milky,"Сметана 180 гр, 20%",11490,1,0
2024-09-06,Pure Milky,"Кефир 920 мл, 1%",13590,1,0
2024-09-06,Pure Milky,"Кефир 920 мл, 3.2%",15590,1,0
2024-09-06,Pure Milky,"Каймак 180 гр, 45%",13990,1,0
2024-09-06,Pure Milky,"Каймак 350 гр, 45%",26490,1,0
2024-09-06,Mezon,"Каймак 400 гр, 45%",12590,1,0
2024-09-06,Mezon,"Сметана 200 гр, 20%",5490,1,0
2024-09-06,Mezon,"Каймак 400 гр, 45%",12590,1,0
2024-09-06,Best,"Сметана 400 гр, 20%",12590,1,0
2024-09-06,Dobroe,"Кефир 1 л, 1%",14590,1,0
2024-09-06,Best,"Каймак 200 гр, 50%",8990,1,0
2024-09-06,Best,"Каймак 200 гр, 50%",8990,1,0
2024-09-06,Mezon,"Кефир 1 л, 2.5%",10490,1,0
2024-09-06,Mezon,"Сметана 400 гр, 20%",9790,1,0
2024-09-06,Best,"Каймак 400 гр, 50%",12990,1,0
2024-09-06,Dobroe,"Каймак 400 гр, 35%",27990,1,0
2024-09-06,Pure Milky,"Каймак 350 гр, 45%",26490,1,0
2024-09-06,Best,Творожная паста 200 гр,6990,1,0
2024-09-06,Kamilka,"Сметана 200 гр, 20%",11990,1,0
2024-09-06,Mezon,"Кефир 0.5 л, 2.5%",5990,1,0
2024-09-06,Kamilka,"Творожная паста 200 гр, 5%",12990,1,0
2024-09-06,Kamilka,"Сметана 400 гр, 20%",20590,1,0
2024-09-06,Rash Milk,"Сметана 400 гр, 15%",13790,1,0
2024-09-06,Best,"Сметана 200 гр, 20%",8390,1,0
2024-09-06,Pure Milky,"Кефир 920 мл, 1%",13590,1,0
2024-09-06,Best,"Сметана 400 гр, 20%",12590,1,0
2024-09-06,Pure Milky,"Кефир 920 мл, 3.2%",15590,1,0
2024-09-06,Dobroe,"Катык 1750 гр, 3.5%",19990,1,0
2024-09-06,Rash Milk,"Сметана 400 гр, 20%",14990,1,0
